"CountryCode","SeriesCode","Year","DESCRIPTION",
"TUV","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"TUV","HD.HCI.STNT","YR2017","Estimates based on data for 2007.",
"TZA","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"TZA","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"TZA","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"TZA","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"TZA","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"TZA","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"TZA","HD.HCI.HLOS","YR2017","Estimates based on data for 2013 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TZA","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2013 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TZA","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2013 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TZA","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"TZA","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"TZA","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"TZA","HD.HCI.STNT","YR2017","Estimates based on data for 2015.",
"TZA","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2015.",
"TZA","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2015.",
"UGA","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"UGA","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"UGA","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"UGA","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2013. Estimates are adjusted for repetition.",
"UGA","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2013. Estimates are adjusted for repetition.",
"UGA","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2013. Estimates are adjusted for repetition.",
"UGA","HD.HCI.HLOS","YR2017","Estimates based on data for 2013 from the testing program: SACMEQ. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"UGA","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"UGA","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"UGA","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"UGA","HD.HCI.STNT","YR2017","Estimates based on data for 2016.",
"UGA","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2016.",
"UGA","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2016.",
"UKR","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"UKR","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"UKR","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"UKR","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2014. Estimates are adjusted for repetition.",
"UKR","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2014. Estimates are adjusted for repetition.",
"UKR","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2014. Estimates are adjusted for repetition.",
"UKR","HD.HCI.HLOS","YR2017","Estimates based on data for 2011 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"UKR","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2011 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"UKR","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2011 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"UKR","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"UKR","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"UKR","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"URY","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"URY","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"URY","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"URY","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"URY","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"URY","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"URY","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"URY","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"URY","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"URY","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"URY","HD.HCI.STNT","YR2017","Estimates based on data for 2011.",
"USA","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"USA","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"USA","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"USA","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition.",
"USA","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition.",
"USA","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition.",
"USA","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"USA","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"USA","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"USA","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"USA","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"USA","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"USA","HD.HCI.STNT","YR2017","Estimates based on data for 2012.",
"VNM","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"VNM","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"VNM","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"VNM","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"VNM","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"VNM","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"VNM","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"VNM","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"VNM","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"VNM","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"VNM","HD.HCI.STNT","YR2017","Estimates based on data for 2015.",
"VUT","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"VUT","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"VUT","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"VUT","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"VUT","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"VUT","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"VUT","HD.HCI.HLOS","YR2017","Estimates based on data for 2010 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"VUT","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2010 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"VUT","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2010 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"VUT","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"VUT","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"VUT","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"VUT","HD.HCI.STNT","YR2017","Estimates based on data for 2013.",
"XKX","HD.HCI.AMRT","YR2017","Estimates based on data for 2011 from the World Bank staff estimates based on Kosovo Statistics Agency Data.",
"XKX","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2011 from the World Bank staff estimates based on Kosovo Statistics Agency Data.",
"XKX","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2011 from the World Bank staff estimates based on Kosovo Statistics Agency Data.",
"XKX","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2014. Estimates are not adjusted for repetition.",
"XKX","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2014. Estimates are not adjusted for repetition.",
"XKX","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2014. Estimates are not adjusted for repetition.",
"XKX","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"XKX","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"XKX","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"XKX","HD.HCI.MORT","YR2017","Estimates based on data for 2014 from the Kosovo MICS Survey 2013-14, Summary Report.",
"XKX","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2014 from the Kosovo MICS Survey 2013-14, Summary Report.",
"XKX","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2014 from the Kosovo MICS Survey 2013-14, Summary Report.",
"YEM","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"YEM","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"YEM","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"YEM","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"YEM","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"YEM","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"YEM","HD.HCI.HLOS","YR2017","Estimates based on data for 2011 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"YEM","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2011 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"YEM","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2011 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"YEM","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"YEM","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"YEM","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"YEM","HD.HCI.STNT","YR2017","Estimates based on data for 2013.",
"YEM","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2013.",
"YEM","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2013.",
"ZAF","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"ZAF","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"ZAF","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"ZAF","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"ZAF","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"ZAF","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"ZAF","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"ZAF","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"ZAF","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"ZAF","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"ZAF","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"ZAF","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"ZAF","HD.HCI.STNT","YR2017","Estimates based on data for 2016.",
"ZMB","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"ZMB","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"ZMB","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"ZMB","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"ZMB","HD.HCI.HLOS","YR2017","Estimates based on data for 2013 from the testing program: SACMEQ. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"ZMB","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"ZMB","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"ZMB","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"ZMB","HD.HCI.STNT","YR2017","Estimates based on data for 2013.",
"ZMB","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2013.",
"ZMB","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2013.",
"ZWE","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"ZWE","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
